Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Species	Notes
1026	Spectrogram 1	1	547.236795040	547.293822057	1699.194	2331.452	REVI	
1027	Spectrogram 1	1	547.221918426	547.378122865	3951.613	6362.097	COYE	
1028	Spectrogram 1	1	549.108748633	549.148419601	1264.516	2173.387	Green Frog	
1029	Spectrogram 1	1	549.126104681	549.227761538	3833.065	5334.677	REVI	
1030	Spectrogram 1	1	549.403801461	549.525293802	2212.903	3754.032	TUTI	
1031	Spectrogram 1	1	550.738352434	550.968939939	3793.548	4228.226	EWPE	
1032	Spectrogram 1	1	551.220592528	551.285057852	118.548	790.323	Green Frog	
1033	Spectrogram 1	1	551.783424394	551.867725202	158.065	790.323	Green Frog	
1034	Spectrogram 1	1	552.183843115	552.330129812	2212.903	4109.677	REVI	
1035	Spectrogram 1	1	552.806796090	552.876220285	3082.258	3912.097	REVI	
1036	Spectrogram 1	1	553.347313037	553.439052152	2963.710	3754.032	REVI	
1037	Spectrogram 1	1	554.588255965	554.679995080	2450.000	4149.194	REVI	
1038	Spectrogram 1	1	555.813097119	556.041205188	2291.935	3635.484	REVI	
1039	Spectrogram 1	1	556.342446488	556.411870683	2094.355	2845.161	TUTI	
1040	Spectrogram 1	1	556.139132774	556.285419471	2291.935	2647.581	TUTI	
1041	Spectrogram 1	1	557.853037384	557.979488596	3991.129	6283.065	COYE	
1042	Spectrogram 1	1	557.099288982	557.292684953	2726.613	3516.935	RWBL	
1043	Spectrogram 1	1	559.095214640	559.169597706	2450.000	3279.839	REVI	
1044	Spectrogram 1	1	559.851442477	559.928304979	2331.452	3042.742	GRCA	
1045	Spectrogram 1	1	559.978508346	560.038014799	4070.161	5769.355	COYE	
1046	Spectrogram 1	1	560.692585779	560.771927717	2015.323	3516.935	REVI	
1047	Spectrogram 1	1	561.114089820	561.203349499	4544.355	5571.774	SOSP	
1048	Spectrogram 1	1	563.745365919	563.842063905	2529.032	4188.710	REVI	
1049	Spectrogram 1	1	563.462710268	563.504860672	158.065	632.258	Green Frog	
1050	Spectrogram 1	1	564.224511633	564.276579779	3319.355	4465.323	SOSP	
1051	Spectrogram 1	1	565.169176571	565.345216494	2252.419	3951.613	REVI	
1052	Spectrogram 1	1	565.559677550	565.614225132	1225.000	1738.710	AMCR	
1053	Spectrogram 1	1	566.251440064	566.601040475	39.516	434.677	Bullfrog	
1054	Spectrogram 1	1	566.534095715	566.581204990	3477.419	3991.129	OVEN	
1055	Spectrogram 1	1	567.018815245	567.117992666	2252.419	3398.387	REVI	
1056	Spectrogram 1	1	567.373374526	567.499825738	2094.355	2647.581	TUTI	
1057	Spectrogram 1	1	567.178113775	567.257455712	6045.968	7310.484	TUTI	
1058	Spectrogram 1	1	567.612014993	567.698795237	4188.710	5848.387	COYE	
1059	Spectrogram 1	1	568.784788001	568.916198084	3872.581	6638.710	COYE	
1060	Spectrogram 1	1	567.936821048	567.971533146	3754.032	4504.839	YEWA	
1061	Spectrogram 1	1	568.698622413	568.748211124	1422.581	2212.903	Green Frog	
1062	Spectrogram 1	1	570.100733090	570.150321800	1975.806	2884.677	GRCA	
1063	Spectrogram 1	1	570.477607291	570.609017374	2252.419	2568.548	TUTI	
1064	Spectrogram 1	1	570.698277053	570.834646008	2608.065	4030.645	REVI	
1065	Spectrogram 1	1	571.093736615	571.197872908	79.032	750.806	Green Frog	
1066	Spectrogram 1	1	572.036536774	572.262165408	2054.839	3833.065	REVI	
1067	Spectrogram 1	1	573.407029733	573.533480945	3793.548	4070.161	EWPE	
1068	Spectrogram 1	1	573.645055545	573.726876917	4662.903	5532.258	SOSP	
1069	Spectrogram 1	1	573.835972081	573.947546680	2094.355	2845.161	REVI	
1070	Spectrogram 1	1	574.612035403	574.656665242	1383.065	2094.355	Green Frog	
1071	Spectrogram 1	1	576.992273568	577.088971554	3042.742	5374.194	REVI	
1072	Spectrogram 1	1	577.701392131	577.842719956	1501.613	1817.742	Chicken	
1073	Spectrogram 1	1	578.926213050	579.055143697	4070.161	6520.161	COYE	
1074	Spectrogram 1	1	579.094814666	579.184074345	2489.516	3437.903	REVI	
1075	Spectrogram 1	1	580.350638646	580.499404778	2410.484	3872.581	REVI	
1076	Spectrogram 1	1	581.987680755	582.129008580	2370.968	2924.194	TUTI	
1077	Spectrogram 1	1	581.695107362	581.816599703	2450.000	4307.258	GRCA	
1078	Spectrogram 1	1	582.162470842	582.219497859	3437.903	4386.290	SOSP	
1079	Spectrogram 1	1	582.869109969	583.169121669	2568.548	3912.097	GRCA	
1080	Spectrogram 1	1	583.807566201	583.904264187	197.581	869.355	Green Frog	
1081	Spectrogram 1	1	583.517472244	583.579458132	3082.258	4465.323	SOSP	
1082	Spectrogram 1	1	584.333206534	584.427425085	3319.355	4109.677	EWPE	
1083	Spectrogram 1	1	584.633218234	584.742313398	2291.935	3477.419	GRCA	
1084	Spectrogram 1	1	585.145211554	585.241909540	6836.290	7745.161	BCCH	
1085	Spectrogram 1	1	585.779947051	585.898959957	3161.290	4939.516	REVI	
1086	Spectrogram 1	1	586.310546255	586.360134966	4741.935	5650.806	SOSP	
1087	Spectrogram 1	1	590.054453729	590.128836795	118.548	750.806	Green Frog	
1088	Spectrogram 1	1	590.545381965	590.647038822	2252.419	3595.968	REVI	
1089	Spectrogram 1	1	590.215617039	590.364383171	3714.516	4188.710	GRCA	
1090	Spectrogram 1	1	590.976803748	591.038789636	1975.806	2450.000	GRCA	
1091	Spectrogram 1	1	592.391311314	592.500406478	5334.677	7468.548	SOSP	
1093	Spectrogram 1	1	592.252462889	592.383872973	2252.419	3556.452	REVI	
1094	Spectrogram 1	1	593.967597388	594.044459889	2291.935	2766.129	TUTI	
1095	Spectrogram 1	1	595.036234103	595.237068381	2094.355	3912.097	REVI	
1096	Spectrogram 1	1	596.114153669	596.213331090	2489.516	3754.032	REVI	
1097	Spectrogram 1	1	596.265399237	596.322426254	1975.806	2331.452	BLJA	
1098	Spectrogram 1	1	596.126550847	596.191016171	5097.581	6559.677	TUTI	
1099	Spectrogram 1	1	596.426562546	596.518301661	2133.871	4030.645	REVI	
1100	Spectrogram 1	1	597.568947436	597.633412760	4346.774	5650.806	SOSP	
1101	Spectrogram 1	1	598.449147051	598.496256326	1145.968	2015.323	GRCA	
1102	Spectrogram 1	1	598.761555928	598.907842625	3951.613	6559.677	COYE	
1103	Spectrogram 1	1	600.690536250	600.792193107	1422.581	1936.290	BLJA	
1104	Spectrogram 1	1	601.325886115	601.405228052	3240.323	5769.355	GRCA	
1105	Spectrogram 1	1	601.829211528	601.883759110	118.548	790.323	Green Frog	
1106	Spectrogram 1	1	601.975498224	602.114346614	3635.484	4465.323	COGR	
1107	Spectrogram 1	1	602.151538147	602.287907102	2370.968	4544.355	REVI	
1108	Spectrogram 1	1	602.408149608	602.482532674	2133.871	2489.516	TUTI	
1109	Spectrogram 1	1	602.899077843	603.032967362	2410.484	3833.065	REVI	
1110	Spectrogram 1	1	603.797247874	603.936096264	3200.806	3833.065	TUTI	
1111	Spectrogram 1	1	604.057588605	604.131971671	237.097	869.355	Green Frog	
1112	Spectrogram 1	1	604.963811887	605.082824793	3398.387	5295.161	REVI	
1113	Spectrogram 1	1	605.278700200	605.395233670	3398.387	3912.097	SOSP	
1114	Spectrogram 1	1	605.226632054	605.308453426	6796.774	8219.355	BCCH	
1115	Spectrogram 1	1	604.917317268	605.023932996	2450.000	3121.774	TUTI	
1116	Spectrogram 1	1	605.914050353	606.003310032	2094.355	2884.677	TUTI	
1117	Spectrogram 1	1	606.365307620	606.452087863	7073.387	7942.742	BCCH	
1118	Spectrogram 1	1	605.447916472	605.557011636	6638.710	8140.323	BCCH	
